ASSISTANCE_YEAR,ASSISTANCE_TERM,UNIVERSITY,AGE,COUNTY,NUMBER_OF_STUDENTS
2020,1,Niğde Ömer Halisdemir,21,SULTANBEYLİ,1
2020,1,İzmir Katip Çelebi Üniversitesi,22,ÇEKMEKÖY,2
2019,2,Aydın Adnan Menderes,24,PENDİK,1
2019,2,Biruni Üniversitesi,23,SULTANBEYLİ,1
2020,1,İstanbul Kültür Üniversitesi,21,BAĞCILAR,2
2020,1,İstanbul Üniversitesi-Cerrahpaşa,20,BAHÇELİEVLER,10
2019,2,Sağlık Bilimleri Üniversitesi,22,KAĞITHANE,4
2019,1,İstanbul Üniversitesi,25,KADIKÖY,2
2019,1,İstanbul Gelişim Üniversitesi,24,BAŞAKŞEHİR,1
2020,1,Balıkesir Üniversitesi,20,KÜÇÜKÇEKMECE,6
2019,2,Karadeniz Teknik Üniversitesi,21,ATAŞEHİR,1
2020,1,Munzur Üniversitesi,20,BAHÇELİEVLER,1
2020,1,Trakya Üniversitesi,22,FATİH,3
2019,2,İstanbul Okan Üniversitesi,21,MALTEPE,2
2019,1,Kırıkkale Üniversitesi,24,BAHÇELİEVLER,1
2019,2,Ege Üniversitesi,22,EYÜPSULTAN,2
2019,2,Giresun Üniversitesi,21,BAŞAKŞEHİR,2
2019,1,İstanbul Üniversitesi,20,BAĞCILAR,15
2020,1,Haliç Üniversitesi,20,ÜSKÜDAR,1
2019,2,Marmara Üniversitesi,18,AVCILAR,1
2019,1,Kırklareli Üniversitesi,22,GÜNGÖREN,1
2020,1,Boğaziçi Üniversitesi,22,BEYOĞLU,1
2020,1,Sakarya Üniversitesi,23,SİLİVRİ,1
2020,1,Burdur Mehmet Akif Ersoy Üniversitesi,19,ESENLER,1
2020,1,Ankara Üniversitesi,20,EYÜPSULTAN,1
2020,1,İstanbul Üniversitesi,22,ÜMRANİYE,16
2020,1,Balıkesir Üniversitesi,19,KARTAL,2
2019,1,Karamanoğlu Mehmetbey Üniversitesi,22,BAHÇELİEVLER,1
2020,1,Kadir Has Üniversitesi,19,ESENLER,2
2019,1,Özyeğin Üniversitesi,21,ÇEKMEKÖY,2
2019,2,Tekirdağ Namık Kemal,23,KAĞITHANE,1
2020,1,Batman Üniversitesi,20,ATAŞEHİR,1
2020,1,Dokuz Eylül Üniversitesi,23,KAĞITHANE,1
2019,2,Marmara Üniversitesi,22,PENDİK,14
2019,2,Kocaeli Üniversitesi,20,KÜÇÜKÇEKMECE,6
2020,1,Düzce Üniversitesi,21,BEYKOZ,3
2020,1,Orta Doğu Teknik Üniversitesi,23,ARNAVUTKÖY,1
2019,2,Recep Tayyip Erdoğan,23,GAZİOSMANPAŞA,1
2019,2,Selçuk Üniversitesi,23,ATAŞEHİR,1
2019,2,Çanakkale Onsekiz Mart Üniversitesi,21,TUZLA,2
2020,1,İstanbul Aydın Üniversitesi,19,BAYRAMPAŞA,2
2019,2,Ege Üniversitesi,20,PENDİK,1
2020,1,Gazi Üniversitesi,20,ESENLER,1
2020,1,Bahçeşehir Üniversitesi,19,GAZİOSMANPAŞA,1
2020,1,İstanbul Medeniyet Üniversitesi,20,ESENLER,5
2019,1,Üsküdar Üniversitesi,24,GAZİOSMANPAŞA,1
2020,1,Bolu Abant İzzet Baysal Üniversitesi,20,SULTANGAZİ,6
2020,1,Tokat Gaziosmanpaşa,21,ESENYURT,1
2020,1,Kastamonu Üniversitesi,20,SARIYER,1
2020,1,Yeditepe Üniversitesi,18,PENDİK,1
2020,1,Ordu Üniversitesi,20,PENDİK,1
2019,1,İstanbul Kültür Üniversitesi,22,BAHÇELİEVLER,1
2019,1,Yıldız Teknik Üniversitesi,23,GÜNGÖREN,6
2019,2,Erciyes Üniversitesi,22,BAYRAMPAŞA,1
2019,2,Beykoz Üniversitesi,22,ÜSKÜDAR,1
2020,1,Yalova Üniversitesi,18,PENDİK,8
2019,1,İstanbul Aydın Üniversitesi,21,ESENYURT,3
2020,1,İstanbul Gelişim Üniversitesi,21,SİLİVRİ,2
2020,1,Eskişehir Teknik Üniversitesi,23,ARNAVUTKÖY,1
2019,2,Kırklareli Üniversitesi,22,BAŞAKŞEHİR,2
2019,2,Demiroğlu Bilim Üniversitesi,20,ŞİŞLİ,1
2020,1,İstanbul Yeni Yüzyıl Üniversitesi,24,AVCILAR,1
2019,2,Sakarya Üniversitesi,20,KAĞITHANE,2
2019,1,Kastamonu Üniversitesi,21,ARNAVUTKÖY,4
2019,2,Eskişehir Teknik Üniversitesi,20,BAYRAMPAŞA,3
2019,1,Beykent Üniversitesi,24,BAĞCILAR,1
2019,2,Yalova Üniversitesi,24,BAĞCILAR,1
2020,1,Bursa Teknik Üniversitesi,21,ATAŞEHİR,1
2019,2,Nevşehir Hacı Bektaş Veli Üniversitesi,21,MALTEPE,1
2019,2,İstanbul Üniversitesi,25,ESENLER,3
2019,1,Van Yüzüncü Yıl Üniversitesi,21,BEYLİKDÜZÜ,1
2019,1,Gazi Üniversitesi,23,TUZLA,1
2020,1,Yıldız Teknik Üniversitesi,24,MALTEPE,2
2019,1,Karabük Üniversitesi,21,ÇEKMEKÖY,2
2020,1,Gaziantep Üniversitesi,22,KAĞITHANE,1
2020,1,Balıkesir Üniversitesi,21,ŞİŞLİ,1
2019,1,Galatasaray Üniversitesi,19,MALTEPE,1
2020,1,Bandırma Onyedi Eylül,21,ESENYURT,5
2020,1,Türk-Alman Üniversitesi,20,PENDİK,2
2019,1,Maltepe Üniversitesi,22,KADIKÖY,1
2019,2,Nişantaşı Üniversitesi,22,BAĞCILAR,2
2020,1,Dokuz Eylül Üniversitesi,19,ÇEKMEKÖY,2
2020,1,Trakya Üniversitesi,21,BAĞCILAR,18
2020,1,Trakya Üniversitesi,18,GAZİOSMANPAŞA,3
2020,1,Çanakkale Onsekiz Mart Üniversitesi,25,SULTANBEYLİ,1
2019,1,İstanbul Medeniyet Üniversitesi,23,BAHÇELİEVLER,2
2019,2,Sivas Cumhuriyet Üniversitesi,24,ŞİŞLİ,1
2019,1,Ankara Hacı Bayram Veli Üniversitesi,19,ATAŞEHİR,1
2020,1,Yıldız Teknik Üniversitesi,18,BAYRAMPAŞA,1
2019,2,Beykent Üniversitesi,21,ESENLER,2
2019,1,Yıldız Teknik Üniversitesi,23,ESENLER,2
2019,1,Beykoz Üniversitesi,22,KÜÇÜKÇEKMECE,1
2019,1,Beykoz Üniversitesi,20,ZEYTİNBURNU,1
2020,1,Yalova Üniversitesi,20,ZEYTİNBURNU,1
2019,2,Zonguldak Bülent Ecevit Üniversitesi,22,KÜÇÜKÇEKMECE,2
2020,1,Trakya Üniversitesi,20,BAŞAKŞEHİR,8
2020,1,Mimar Sinan Güzel Sanatlar Üniversitesi,20,FATİH,3
2020,1,Marmara Üniversitesi,21,BAKIRKÖY,2
2020,1,Bayburt Üniversitesi,22,ÜSKÜDAR,1
2020,1,Bandırma Onyedi Eylül,22,TUZLA,1
2020,1,İstanbul Sabahattin Zaim Üniversitesi,22,BAĞCILAR,1
2020,1,Karadeniz Teknik Üniversitesi,24,MALTEPE,1
2019,1,İstanbul Medeniyet Üniversitesi,21,KAĞITHANE,4
2020,1,Dokuz Eylül Üniversitesi,21,SANCAKTEPE,4
2019,1,Bolu Abant İzzet Baysal Üniversitesi,19,KARTAL,1
2020,1,İstanbul Teknik Üniversitesi,19,BAYRAMPAŞA,1
2020,1,Konya Teknik Üniversitesi,21,KÜÇÜKÇEKMECE,3
2019,1,İstanbul Medeniyet Üniversitesi,20,SARIYER,2
2019,1,Tekirdağ Namık Kemal,25,ESENYURT,1
2020,1,Ankara Üniversitesi,20,SANCAKTEPE,1
2020,1,İstanbul Üniversitesi-Cerrahpaşa,18,KAĞITHANE,2
2020,1,İstanbul Sağlık ve Teknoloji Üniversitesi,19,KAĞITHANE,1
2019,2,Galatasaray Üniversitesi,20,ESENLER,1
2019,2,Yıldız Teknik Üniversitesi,23,SULTANGAZİ,1
2020,1,İstanbul Üniversitesi,24,KARTAL,1
2019,2,Trakya Üniversitesi,19,KAĞITHANE,1
2019,2,Akdeniz Üniversitesi,22,KÜÇÜKÇEKMECE,1
2019,1,Dokuz Eylül Üniversitesi,19,KARTAL,2
2019,2,İstinye Üniversitesi,22,GAZİOSMANPAŞA,1
2020,1,Üsküdar Üniversitesi,19,ARNAVUTKÖY,1
2019,2,Bandırma Onyedi Eylül,20,PENDİK,2
2019,2,İstanbul Üniversitesi-Cerrahpaşa,22,KÜÇÜKÇEKMECE,12
2020,1,Trakya Üniversitesi,23,BEYLİKDÜZÜ,2
2019,2,İstanbul Medeniyet Üniversitesi,25,SULTANGAZİ,1
2019,2,İstanbul Medeniyet Üniversitesi,22,TUZLA,3
2019,2,Marmara Üniversitesi,23,ÜMRANİYE,8
2020,1,Düzce Üniversitesi,21,BAĞCILAR,15
2019,2,Kırklareli Üniversitesi,23,SANCAKTEPE,2
2020,1,İstanbul Esenyurt Üniversitesi,21,GÜNGÖREN,1
2020,1,Zonguldak Bülent Ecevit Üniversitesi,24,SANCAKTEPE,1
2019,1,Erzurum Teknik Üniversitesi,21,SANCAKTEPE,1
2019,1,Bolu Abant İzzet Baysal Üniversitesi,23,GAZİOSMANPAŞA,1
2019,1,Ege Üniversitesi,19,TUZLA,1
2019,1,Yalova Üniversitesi,25,ZEYTİNBURNU,1
2020,1,Kütahya Dumlupınar Üniversitesi,21,ZEYTİNBURNU,1
2020,1,Marmara Üniversitesi,24,BAHÇELİEVLER,3
2020,1,İstanbul Teknik Üniversitesi,23,BEYLİKDÜZÜ,1
2020,1,Bandırma Onyedi Eylül,22,BAHÇELİEVLER,1
2019,2,Bartın Üniversitesi,21,ESENLER,1
2019,2,Bayburt Üniversitesi,22,SULTANGAZİ,1
2020,1,İstanbul Üniversitesi,23,ZEYTİNBURNU,16
2019,1,İstanbul Üniversitesi-Cerrahpaşa,22,BAKIRKÖY,1
2019,1,Altınbaş Üniversitesi,26,BEYOĞLU,1
2020,1,Doğuş Üniversitesi,23,PENDİK,1
2019,2,Karabük Üniversitesi,24,AVCILAR,1
2019,1,Altınbaş Üniversitesi,25,SARIYER,1
2019,1,Üsküdar Üniversitesi,20,KARTAL,1
2020,1,Erzurum Teknik Üniversitesi,20,SULTANBEYLİ,1
2019,2,Uşak Üniversitesi,20,PENDİK,1
2020,1,Tekirdağ Namık Kemal,22,GAZİOSMANPAŞA,4
2019,2,Muğla Sıtkı Koçman Üniversitesi,21,BAĞCILAR,2
2019,1,Sağlık Bilimleri Üniversitesi,21,BEYKOZ,1
2019,1,Konya Teknik Üniversitesi,20,SULTANBEYLİ,1
2020,1,Kocaeli Üniversitesi,19,ATAŞEHİR,9
2019,2,Çanakkale Onsekiz Mart Üniversitesi,23,ÇEKMEKÖY,2
2019,1,İstanbul Sabahattin Zaim Üniversitesi,22,ESENYURT,1
2019,1,Yalova Üniversitesi,21,SULTANBEYLİ,2
2019,1,Sakarya Üniversitesi,21,BEYLİKDÜZÜ,4
2019,1,Bolu Abant İzzet Baysal Üniversitesi,20,AVCILAR,1
2019,2,Bursa Uludağ Üniversitesi,23,ESENYURT,1
2019,1,Kırklareli Üniversitesi,20,BAHÇELİEVLER,6
2019,1,Anadolu Üniversitesi,21,BEYKOZ,1
2020,1,Van Yüzüncü Yıl Üniversitesi,21,ÜMRANİYE,1
2020,1,İstanbul Kültür Üniversitesi,22,SARIYER,1
2019,1,Dicle Üniversitesi,20,BAĞCILAR,1
2020,1,Kocaeli Üniversitesi,23,BÜYÜKÇEKMECE,1
2019,1,Pamukkale Üniversitesi,21,ESENLER,2
2020,1,İstanbul Aydın Üniversitesi,21,BAĞCILAR,4
2019,2,Bandırma Onyedi Eylül,21,ÜMRANİYE,1
2019,2,Bartın Üniversitesi,23,EYÜPSULTAN,1
2020,1,Ankara Yıldırım Beyazıt Üniversitesi,19,PENDİK,2
2019,1,İnönü Üniversitesi,24,PENDİK,1
2020,1,İstanbul Üniversitesi-Cerrahpaşa,24,EYÜPSULTAN,1
2019,1,Yıldız Teknik Üniversitesi,21,ŞİLE,1
2019,1,Hacettepe Üniversitesi,20,ATAŞEHİR,1
2020,1,İstanbul Üniversitesi,21,PENDİK,9
2020,1,İzmir Bakırçay Üniversitesi,19,AVCILAR,1
2019,2,Samsun Üniversitesi,20,PENDİK,1
2019,2,Akdeniz Üniversitesi,20,ZEYTİNBURNU,1
2020,1,Bursa Uludağ Üniversitesi,22,ÇEKMEKÖY,3
2020,1,Selçuk Üniversitesi,18,MALTEPE,1
2020,1,Bolu Abant İzzet Baysal Üniversitesi,19,ÇEKMEKÖY,2
2019,1,İstanbul Rumeli Üniversitesi,26,EYÜPSULTAN,1
2019,2,Ege Üniversitesi,21,SULTANGAZİ,1
2020,1,Kütahya Dumlupınar Üniversitesi,20,ÜMRANİYE,3
2019,1,Trakya Üniversitesi,21,ÜSKÜDAR,1
2020,1,Üsküdar Üniversitesi,20,ÇEKMEKÖY,4
2020,1,Karadeniz Teknik Üniversitesi,20,BAĞCILAR,4
2019,1,İstanbul Üniversitesi,22,KÜÇÜKÇEKMECE,8
2019,1,Bursa Uludağ Üniversitesi,23,BEYLİKDÜZÜ,1
2019,1,Mersin Üniversitesi,21,BAĞCILAR,1
2020,1,Bartın Üniversitesi,19,ZEYTİNBURNU,1
2019,1,Sivas Cumhuriyet Üniversitesi,21,SULTANGAZİ,1
2019,2,Afyon Kocatepe Üniversitesi,21,TUZLA,1
2020,1,Boğaziçi Üniversitesi,21,SARIYER,4
2020,1,İstanbul Gedik Üniversitesi,18,KARTAL,1
2020,1,İstinye Üniversitesi,19,ÇEKMEKÖY,1
2019,2,Kocaeli Üniversitesi,23,KADIKÖY,2
2019,2,Sakarya Üniversitesi,21,ESENYURT,8
2019,1,İzmir Katip Çelebi Üniversitesi,23,KÜÇÜKÇEKMECE,1
2019,1,Sakarya Üniversitesi,22,ÜSKÜDAR,2
2019,2,Yalova Üniversitesi,19,ESENYURT,1
2019,2,Kastamonu Üniversitesi,21,PENDİK,2
2019,2,İstinye Üniversitesi,20,ÜSKÜDAR,1
2020,1,Beykent Üniversitesi,20,BÜYÜKÇEKMECE,1
2020,1,Kocaeli Üniversitesi,24,BEYOĞLU,3
2019,2,Yıldız Teknik Üniversitesi,21,ATAŞEHİR,1
2019,2,Marmara Üniversitesi,23,SULTANGAZİ,9
2019,1,Kocaeli Üniversitesi,22,ŞİŞLİ,1
2020,1,Sağlık Bilimleri Üniversitesi,21,GAZİOSMANPAŞA,7
2020,1,Kırıkkale Üniversitesi,18,ESENYURT,1
2019,1,İstanbul Ayvansaray Üniversitesi,24,SULTANGAZİ,1
2019,2,İstanbul Gelişim Üniversitesi,19,ESENYURT,1
2020,1,İstanbul Arel Üniversitesi,18,ARNAVUTKÖY,1
2019,1,İstanbul Üniversitesi-Cerrahpaşa,19,PENDİK,3
2020,1,İstanbul Medipol Üniversitesi,19,MALTEPE,1
2020,1,Sinop Üniversitesi,20,SANCAKTEPE,2
2019,2,Pamukkale Üniversitesi,20,GÜNGÖREN,1
2019,2,Gümüşhane Üniversitesi,20,PENDİK,1
2019,2,Mersin Üniversitesi,20,ŞİŞLİ,1
2020,1,Ondokuz Mayıs Üniversitesi,20,BEYLİKDÜZÜ,3
2020,1,Gebze Teknik Üniversitesi,20,EYÜPSULTAN,1
2019,1,İstanbul Medipol Üniversitesi,21,TUZLA,1
2019,2,Mimar Sinan Güzel Sanatlar Üniversitesi,22,BEYOĞLU,1
2020,1,Trabzon Üniversitesi,22,SANCAKTEPE,1
2020,1,Kırıkkale Üniversitesi,20,SANCAKTEPE,2
2019,2,Eskişehir Osmangazi Üniversitesi,19,ESENLER,1
2019,2,İstanbul Üniversitesi,25,FATİH,4
2019,2,Ondokuz Mayıs Üniversitesi,22,EYÜPSULTAN,1
2020,1,Zonguldak Bülent Ecevit Üniversitesi,19,ÇEKMEKÖY,2
2019,2,Sakarya Uygulamalı Bilimler Üniversitesi,21,TUZLA,2
2019,2,Yıldız Teknik Üniversitesi,25,SULTANBEYLİ,1
2019,1,Bahçeşehir Üniversitesi,26,KAĞITHANE,1
2020,1,Muğla Sıtkı Koçman Üniversitesi,18,SULTANBEYLİ,1
2019,2,Kocaeli Üniversitesi,24,SARIYER,1
2019,2,Yıldız Teknik Üniversitesi,21,BAĞCILAR,11
2019,1,Trakya Üniversitesi,20,ARNAVUTKÖY,5
2020,1,Bandırma Onyedi Eylül,20,ATAŞEHİR,2
2019,2,Akdeniz Üniversitesi,20,ÜSKÜDAR,1
2019,1,Dokuz Eylül Üniversitesi,21,BAYRAMPAŞA,1
2020,1,Bursa Uludağ Üniversitesi,21,BEYKOZ,2
2019,2,Bursa Uludağ Üniversitesi,19,KAĞITHANE,2
2019,2,Beykoz Üniversitesi,21,ATAŞEHİR,1
2019,1,Trakya Üniversitesi,21,GÜNGÖREN,2
2020,1,Sakarya Uygulamalı Bilimler Üniversitesi,19,BAYRAMPAŞA,1
2020,1,İstanbul Üniversitesi-Cerrahpaşa,19,PENDİK,14
2019,1,Haliç Üniversitesi,20,FATİH,1
2020,1,Yıldız Teknik Üniversitesi,18,BAKIRKÖY,1
2020,1,Kocaeli Üniversitesi,21,BEYLİKDÜZÜ,5
2019,1,Artvin Çoruh Üniversitesi,21,BAĞCILAR,1
2019,2,Pamukkale Üniversitesi,21,KÜÇÜKÇEKMECE,2
2020,1,Necmettin Erbakan Üniversitesi,24,KÜÇÜKÇEKMECE,1
2019,1,Afyon Kocatepe Üniversitesi,22,SULTANGAZİ,1
2020,1,Atatürk Üniversitesi,24,SULTANGAZİ,1
2019,2,Karamanoğlu Mehmetbey Üniversitesi,22,BAĞCILAR,1
2019,1,Marmara Üniversitesi,20,PENDİK,14
2019,2,Karadeniz Teknik Üniversitesi,21,ZEYTİNBURNU,1
2019,1,Marmara Üniversitesi,23,SİLİVRİ,1
2019,2,Bursa Uludağ Üniversitesi,21,BAHÇELİEVLER,3
2020,1,Galatasaray Üniversitesi,19,MALTEPE,1
2019,1,İstanbul Okan Üniversitesi,26,ÜSKÜDAR,1
2020,1,Trabzon Üniversitesi,20,PENDİK,2
2019,1,Tekirdağ Namık Kemal,19,EYÜPSULTAN,1
2019,1,Dicle Üniversitesi,21,BAHÇELİEVLER,2
2020,1,İstanbul Teknik Üniversitesi,19,SARIYER,8
2020,1,Sakarya Üniversitesi,19,BEYKOZ,2
2020,1,Marmara Üniversitesi,18,BÜYÜKÇEKMECE,2
2019,1,Ankara Üniversitesi,18,MALTEPE,1
2019,1,Ankara Hacı Bayram Veli Üniversitesi,24,GAZİOSMANPAŞA,1
2019,1,İstanbul Ticaret Üniversitesi,21,MALTEPE,1
2019,1,Bartın Üniversitesi,21,SANCAKTEPE,1
2020,1,Necmettin Erbakan Üniversitesi,20,PENDİK,5
2019,1,Çanakkale Onsekiz Mart Üniversitesi,22,SULTANGAZİ,1
2019,1,Akdeniz Üniversitesi,20,BEYLİKDÜZÜ,1
2019,2,Karabük Üniversitesi,22,ESENYURT,1
2020,1,Bahçeşehir Üniversitesi,21,KAĞITHANE,1
2019,1,Çanakkale Onsekiz Mart Üniversitesi,21,ÇEKMEKÖY,1
2019,2,Çanakkale Onsekiz Mart Üniversitesi,21,BAŞAKŞEHİR,2
2019,1,İstanbul Yeni Yüzyıl Üniversitesi,24,SANCAKTEPE,1
2020,1,Kocaeli Üniversitesi,21,AVCILAR,4
2019,2,İstanbul Medipol Üniversitesi,23,SULTANGAZİ,2
2019,2,Ordu Üniversitesi,23,SANCAKTEPE,1
2019,2,Gümüşhane Üniversitesi,19,BAĞCILAR,1
2020,1,Akdeniz Üniversitesi,19,ÇEKMEKÖY,1
2019,2,Giresun Üniversitesi,21,KÜÇÜKÇEKMECE,1
2019,2,İstanbul Üniversitesi-Cerrahpaşa,23,ESENLER,5
2019,2,Ondokuz Mayıs Üniversitesi,22,SANCAKTEPE,1
2019,1,Aydın Adnan Menderes,19,ESENYURT,2
2019,1,Kocaeli Üniversitesi,21,KADIKÖY,1
2019,2,Çukurova Üniversitesi,22,PENDİK,1
2019,2,Selçuk Üniversitesi,24,FATİH,1
2020,1,Bilecik Şeyh Edebali Üniversitesi,24,BAĞCILAR,3
2020,1,İstanbul Üniversitesi-Cerrahpaşa,19,ÇEKMEKÖY,4
2020,1,İstanbul Esenyurt Üniversitesi,22,KÜÇÜKÇEKMECE,1
2020,1,Karabük Üniversitesi,23,ZEYTİNBURNU,1
2019,2,Fenerbahçe Üniversitesi,20,GAZİOSMANPAŞA,1
2019,1,Alanya Hamdullah Emin Paşa Üniversitesi,21,SULTANGAZİ,1
2020,1,Kocaeli Üniversitesi,23,MALTEPE,7
2019,2,Balıkesir Üniversitesi,19,SANCAKTEPE,1
2020,1,Yeditepe Üniversitesi,20,ÜSKÜDAR,1
2019,1,İstanbul Teknik Üniversitesi,21,ÇEKMEKÖY,2
2020,1,Türk-Alman Üniversitesi,21,BEYLİKDÜZÜ,1
2020,1,Bolu Abant İzzet Baysal Üniversitesi,22,SULTANBEYLİ,12
2019,1,Bezm-İ Âlem Vakıf Üniversitesi,23,EYÜPSULTAN,1
2020,1,Aydın Adnan Menderes,21,AVCILAR,2
2019,1,İstanbul Üniversitesi,21,BAHÇELİEVLER,14
2019,2,Balıkesir Üniversitesi,24,ARNAVUTKÖY,1
2019,2,İstanbul Üniversitesi-Cerrahpaşa,20,ÜSKÜDAR,4
2020,1,İstanbul Medeniyet Üniversitesi,21,BEYOĞLU,2
2019,1,Bartın Üniversitesi,20,SULTANGAZİ,1
2019,2,Uşak Üniversitesi,20,SİLİVRİ,1
2020,1,Batman Üniversitesi,24,SULTANBEYLİ,1
2019,2,İbn Haldun Üniversitesi,21,GAZİOSMANPAŞA,2
2020,1,Fatih Sultan Mehmet Vakıf Üniversitesi,21,SULTANGAZİ,2
2020,1,Atatürk Üniversitesi,19,AVCILAR,1
2019,2,Kütahya Sağlık Bilimleri Üniversitesi,20,SULTANGAZİ,1
2019,1,Aydın Adnan Menderes,20,MALTEPE,1
2019,2,Gümüşhane Üniversitesi,22,ÜSKÜDAR,1
2019,2,Recep Tayyip Erdoğan,19,SULTANBEYLİ,1
2019,2,Kırklareli Üniversitesi,21,SİLİVRİ,2
2020,1,Dokuz Eylül Üniversitesi,20,AVCILAR,2
2019,2,Sakarya Uygulamalı Bilimler Üniversitesi,21,BAHÇELİEVLER,2
2019,1,Bolu Abant İzzet Baysal Üniversitesi,21,ESENLER,1
2020,1,Sağlık Bilimleri Üniversitesi,22,SARIYER,2
2019,1,Boğaziçi Üniversitesi,23,SİLİVRİ,1
2019,2,Eskişehir Osmangazi Üniversitesi,24,ESENYURT,3
2020,1,Trabzon Üniversitesi,19,ARNAVUTKÖY,1
2020,1,Ankara Hacı Bayram Veli Üniversitesi,20,ÇEKMEKÖY,1
2020,1,Bursa Teknik Üniversitesi,19,BEŞİKTAŞ,1
2020,1,Aydın Adnan Menderes,19,ZEYTİNBURNU,1
2019,1,Bursa Uludağ Üniversitesi,21,ESENYURT,3
2020,1,Beykent Üniversitesi,20,SULTANBEYLİ,1
2020,1,Akdeniz Üniversitesi,20,ÜMRANİYE,1
2019,2,Bolu Abant İzzet Baysal Üniversitesi,24,KAĞITHANE,1
2019,2,İstanbul Üniversitesi,25,BAKIRKÖY,1
2019,1,İstanbul Üniversitesi-Cerrahpaşa,20,BEYLİKDÜZÜ,1
2020,1,Ege Üniversitesi,19,BAHÇELİEVLER,1
2020,1,İstanbul Rumeli Üniversitesi,20,KÜÇÜKÇEKMECE,1
2019,2,Aydın Adnan Menderes,26,ESENYURT,1
2019,2,Çanakkale Onsekiz Mart Üniversitesi,20,PENDİK,4
2019,1,İstanbul Ayvansaray Üniversitesi,20,BAYRAMPAŞA,1
2020,1,İzmir Katip Çelebi Üniversitesi,23,KÜÇÜKÇEKMECE,2
2019,2,Beykent Üniversitesi,20,SANCAKTEPE,1
2020,1,Sakarya Üniversitesi,21,BEYLİKDÜZÜ,4
2019,1,Altınbaş Üniversitesi,22,FATİH,1
2020,1,Giresun Üniversitesi,20,ATAŞEHİR,1
2019,1,Sağlık Bilimleri Üniversitesi,20,BEYOĞLU,1
2019,2,Selçuk Üniversitesi,22,ÜMRANİYE,1
2019,2,Tekirdağ Namık Kemal,20,KÜÇÜKÇEKMECE,6
2020,1,Ankara Üniversitesi,23,PENDİK,2
2019,2,İskenderun Teknik Üniversitesi,23,SANCAKTEPE,1
2020,1,Gebze Teknik Üniversitesi,19,SULTANGAZİ,1
2020,1,İstanbul Bilgi Üniversitesi,22,EYÜPSULTAN,2
2019,1,Yıldız Teknik Üniversitesi,22,EYÜPSULTAN,1
2019,2,İstanbul Teknik Üniversitesi,22,BAĞCILAR,1
2019,2,Tokat Gaziosmanpaşa,19,BAĞCILAR,1
2019,1,İzmir Katip Çelebi Üniversitesi,21,ESENYURT,2
2020,1,Marmara Üniversitesi,22,ATAŞEHİR,22
2020,1,Altınbaş Üniversitesi,23,SULTANGAZİ,1
2020,1,Anadolu Üniversitesi,24,ESENYURT,1
2019,1,Nişantaşı Üniversitesi,21,SARIYER,1
2020,1,Eskişehir Osmangazi Üniversitesi,19,AVCILAR,1
2020,1,Kırşehir Ahi Evran Üniversitesi,22,PENDİK,1
2019,1,İstanbul Üniversitesi-Cerrahpaşa,19,KARTAL,2
2019,1,Kırklareli Üniversitesi,20,ÜMRANİYE,3
2019,2,Gazi Üniversitesi,22,BAŞAKŞEHİR,1
2020,1,İstanbul Ticaret Üniversitesi,19,ÜMRANİYE,1
2020,1,Anadolu Üniversitesi,22,SARIYER,1
2019,2,Tekirdağ Namık Kemal,20,AVCILAR,6
2019,1,İstanbul Üniversitesi-Cerrahpaşa,22,SULTANBEYLİ,2
2019,2,Boğaziçi Üniversitesi,21,BAĞCILAR,1
2019,1,Ege Üniversitesi,19,ÜMRANİYE,2
2020,1,İstanbul Kültür Üniversitesi,19,BAKIRKÖY,2
2020,1,Tekirdağ Namık Kemal,19,ATAŞEHİR,2
2019,2,Hacettepe Üniversitesi,23,MALTEPE,1
2020,1,Atatürk Üniversitesi,20,ŞİŞLİ,1
2019,2,Akdeniz Üniversitesi,22,ÇATALCA,1
2020,1,İstanbul Üniversitesi-Cerrahpaşa,20,BAŞAKŞEHİR,16
2020,1,Boğaziçi Üniversitesi,19,KÜÇÜKÇEKMECE,1
2019,1,İstanbul Gedik Üniversitesi,23,BAHÇELİEVLER,1
2020,1,Muğla Sıtkı Koçman Üniversitesi,22,BAĞCILAR,2
2020,1,Amasya Üniversitesi,23,GÜNGÖREN,1
2019,1,Trakya Üniversitesi,23,SANCAKTEPE,1
2020,1,İstanbul Üniversitesi-Cerrahpaşa,18,ATAŞEHİR,2
2019,1,Harran Üniversitesi,21,KÜÇÜKÇEKMECE,1
2019,1,Tokat Gaziosmanpaşa,21,KARTAL,1
2020,1,Bingöl Üniversitesi,20,SULTANBEYLİ,1
2019,2,İstinye Üniversitesi,26,BAHÇELİEVLER,1
2019,2,Uşak Üniversitesi,23,SULTANBEYLİ,2
2020,1,Koç Üniversitesi,23,BAĞCILAR,1
2019,1,Kastamonu Üniversitesi,22,KARTAL,1
2020,1,Fırat Üniversitesi,19,ESENYURT,2
2019,1,Burdur Mehmet Akif Ersoy Üniversitesi,20,GAZİOSMANPAŞA,1
2019,2,Boğaziçi Üniversitesi,21,BEYKOZ,2
2020,1,İstanbul Teknik Üniversitesi,18,EYÜPSULTAN,1
2020,1,Bezm-İ Âlem Vakıf Üniversitesi,22,BAHÇELİEVLER,1
2020,1,İzmir Bakırçay Üniversitesi,18,BAHÇELİEVLER,1
2019,2,İstanbul Medeniyet Üniversitesi,22,ÜMRANİYE,4
2019,2,Kütahya Dumlupınar Üniversitesi,20,PENDİK,3
